Category,Item,Total Spent,Transaction Date
Transportation,Bus Pass,20.59,2024-07-25
Housing,Rent,737.59,2024-02-21
Subscriptions,Gym Membership,10.34,2024-03-02
Transportation,Uber Ride,140.44,2023-04-16
Groceries,Rice,145.84,2024-12-12
Housing,Mortgage,1132.75,2024-09-22
Groceries,Milk,11.65,2024-12-20
Housing,Rent,950.08,2023-05-07
Dining,Food Delivery,23.79,2024-05-30
Utilities,Water Bill,169.22,2024-05-26
Transportation,Fuel,28.06,2024-01-26
Other,Misc Expense,143.33,2023-02-01
Subscriptions,Netflix,22.38,2024-12-26
Groceries,Vegetables,3.57,2023-12-20
Subscriptions,Netflix,32.99,2024-10-10
Housing,Mortgage,1664.09,2024-07-18
Housing,Mortgage,881.73,2023-05-30
Groceries,Milk,144.14,2024-11-07
Dining,Fast Food,85.15,2024-09-22
Dining,Food Delivery,21.94,2023-07-15
Subscriptions,Spotify,10.07,2023-12-25
Groceries,Eggs,52.2,2023-02-15
Transportation,Uber Ride,106.86,2023-05-31
Housing,Mortgage,1132.14,2023-10-22
Subscriptions,Netflix,37.74,2023-07-06
Transportation,Uber Ride,64.52,2024-01-03
Other,Misc Expense,133.3,2023-09-27
Dining,Fast Food,104.81,2024-09-13
Transportation,Uber Ride,108.55,2023-01-24
Transportation,Uber Ride,96.28,2024-08-21
Subscriptions,Spotify,38.7,2023-09-23
Utilities,Electricity Bill,115.56,2024-10-04
Other,Misc Expense,66.42,2023-05-18
Utilities,Internet Bill,233.88,2024-03-29
Housing,Mortgage,1576.16,2024-09-20
Subscriptions,Netflix,18.63,2023-02-23
Dining,Food Delivery,21.81,2023-05-22
Other,Online Purchase,133.05,2023-04-11
Other,Online Purchase,84.73,2023-01-10
Transportation,Fuel,125.11,2023-10-11
Housing,Mortgage,711.5,2024-08-14
Subscriptions,Netflix,5.58,2023-12-04
Groceries,Vegetables,110.35,2024-06-17
Subscriptions,Spotify,24.6,2024-08-06
Transportation,Bus Pass,13.79,2024-12-29
Other,Online Purchase,41.16,2024-07-30
Housing,Rent,926.7,2024-03-27
Utilities,Water Bill,224.2,2024-02-23
Dining,Restaurant,97.02,2024-07-31
Transportation,Train Ticket,21.54,2024-02-08
Dining,Restaurant,121.75,2023-09-19
Other,Misc Expense,122.76,2024-06-25
Housing,Mortgage,1064.42,2024-12-06
Housing,Rent,833.52,2024-11-10
Housing,Rent,822.39,2023-06-18
Housing,Rent,755.1,2023-08-12
Utilities,Water Bill,39.18,2024-06-06
Subscriptions,Spotify,30.46,2024-11-28
Other,Misc Expense,74.29,2024-02-24
Housing,Mortgage,1455.14,2024-02-13
Transportation,Bus Pass,120.85,2023-08-13
Dining,Fast Food,110.91,2024-08-11
Transportation,Fuel,52.2,2023-03-23
Utilities,Gas Bill,47.86,2024-05-04
Transportation,Bus Pass,103.5,2024-12-27
Transportation,Train Ticket,138.79,2024-12-17
Subscriptions,Spotify,29.8,2023-10-11
Groceries,Vegetables,12.46,2024-10-13
Transportation,Fuel,103.53,2023-06-10
Dining,Fast Food,50.51,2023-05-04
Other,Online Purchase,119.12,2024-09-25
Dining,Fast Food,40.8,2023-08-18
Transportation,Fuel,55.27,2023-11-22
Groceries,Eggs,117.46,2024-03-22
Transportation,Uber Ride,92.87,2024-03-27
Subscriptions,Gym Membership,37.74,2023-01-09
Other,Online Purchase,86.16,2023-07-31
Transportation,Train Ticket,11.97,2023-04-23
Dining,Restaurant,126.06,2023-03-29
Other,Misc Expense,87.61,2024-10-29
Housing,Rent,993.09,2023-05-10
Subscriptions,Spotify,32.72,2023-08-09
Transportation,Train Ticket,73.5,2024-02-25
Subscriptions,Netflix,23.2,2023-09-18
Dining,Food Delivery,105.04,2023-03-26
Other,Online Purchase,43.37,2023-07-28
Utilities,Gas Bill,45.84,2023-12-08
Other,Online Purchase,67.48,2023-09-05
Transportation,Fuel,61.84,2024-05-12
Groceries,Eggs,50.97,2023-10-07
Dining,Restaurant,53.72,2024-08-22
Utilities,Internet Bill,225.92,2024-05-11
Other,Misc Expense,139.92,2024-02-17
Housing,Rent,667.31,2023-12-07
Housing,Rent,1575.47,2023-11-03
Subscriptions,Gym Membership,25.98,2023-06-06
Housing,Mortgage,1634.44,2024-11-30
Utilities,Gas Bill,67.56,2023-03-29
Transportation,Bus Pass,109.23,2024-10-26
Other,Online Purchase,84.89,2023-01-21
Housing,Mortgage,1824.65,2024-07-16
Utilities,Electricity Bill,114.98,2024-03-02
Transportation,Train Ticket,141.53,2024-01-15
Dining,Fast Food,97.28,2023-10-01
Transportation,Fuel,3.37,2024-07-28
Subscriptions,Netflix,34.05,2023-03-26
Housing,Rent,690.54,2024-05-09
Transportation,Bus Pass,13.07,2024-08-09
Housing,Mortgage,1710.85,2024-09-10
Other,Online Purchase,52.84,2024-11-19
Groceries,Rice,137.89,2024-09-26
Subscriptions,Netflix,28.55,2023-09-08
Subscriptions,Gym Membership,24.96,2023-10-06
Dining,Fast Food,66.85,2024-01-24
Other,Misc Expense,88.61,2023-02-07
Dining,Restaurant,56.16,2023-11-07
Housing,Mortgage,1591.71,2024-10-15
Other,Misc Expense,35.73,2024-03-18
Subscriptions,Spotify,8.56,2024-02-25
Other,Online Purchase,142.76,2023-01-03
Other,Misc Expense,115.85,2023-02-25
Dining,Fast Food,142.15,2024-12-11
Utilities,Gas Bill,106.07,2024-01-04
Subscriptions,Spotify,39.79,2024-11-10
Groceries,Milk,21.09,2023-12-08
Housing,Mortgage,1802.33,2023-10-22
Subscriptions,Spotify,7.51,2024-11-06
Transportation,Fuel,22.62,2023-12-27
Transportation,Fuel,144.4,2023-12-11
Dining,Fast Food,18.27,2023-12-17
Transportation,Fuel,48.43,2024-02-07
Subscriptions,Spotify,18.09,2023-08-08
Subscriptions,Gym Membership,13.32,2023-05-29
Subscriptions,Spotify,17.23,2023-01-19
Other,Misc Expense,74.44,2024-09-04
Transportation,Fuel,56.23,2024-05-28
Groceries,Vegetables,63.09,2023-02-15
Utilities,Gas Bill,55.86,2023-07-18
Dining,Restaurant,38.04,2024-11-01
Other,Misc Expense,68.27,2023-11-04
Groceries,Rice,17.96,2024-02-15
Other,Misc Expense,96.14,2023-04-09
Transportation,Fuel,101.41,2024-05-15
Housing,Rent,774.28,2023-12-24
Housing,Mortgage,1992.57,2024-06-14
Housing,Rent,996.76,2024-02-17
Groceries,Milk,70.84,2023-07-15
Subscriptions,Spotify,7.72,2023-12-23
Subscriptions,Gym Membership,34.62,2023-04-18
Dining,Food Delivery,8.18,2024-01-28
Dining,Food Delivery,119.21,2023-10-04
Subscriptions,Netflix,20.14,2024-09-03
Utilities,Gas Bill,51.53,2024-12-21
Utilities,Electricity Bill,110.34,2023-08-31
Housing,Mortgage,1547.6,2023-12-28
Utilities,Internet Bill,82.83,2024-11-20
Other,Misc Expense,106.37,2024-08-31
Dining,Restaurant,74.89,2024-04-10
Utilities,Water Bill,77.17,2023-03-29
Utilities,Water Bill,210.46,2023-07-18
Subscriptions,Netflix,11.63,2024-09-10
Dining,Fast Food,27.25,2024-10-12
Transportation,Train Ticket,66.54,2024-11-19
Utilities,Gas Bill,199.82,2024-08-04
Dining,Fast Food,115.99,2023-03-06
Housing,Mortgage,631.29,2024-12-21
Other,Online Purchase,100.64,2024-04-12
Housing,Rent,1683.85,2024-03-23
Other,Misc Expense,85.43,2023-06-07
Dining,Restaurant,78.51,2023-12-17
Utilities,Internet Bill,190.48,2024-08-28
Transportation,Uber Ride,23.8,2024-06-02
Other,Misc Expense,66.09,2024-08-20
Groceries,Milk,122.11,2024-11-19
Utilities,Water Bill,66.57,2023-09-28
Housing,Rent,822.69,2024-01-22
Groceries,Milk,89.08,2024-10-19
Subscriptions,Gym Membership,10.14,2023-12-08
Other,Misc Expense,60.96,2023-11-23
Dining,Fast Food,95.49,2023-10-07
Dining,Fast Food,105.91,2023-07-05
Transportation,Bus Pass,44.18,2023-03-20
Groceries,Chicken,17.34,2024-12-05
Subscriptions,Gym Membership,36.68,2023-12-17
Groceries,Bread,59.16,2024-04-05
Utilities,Electricity Bill,61.76,2023-07-31
Subscriptions,Gym Membership,8.51,2024-08-30
Utilities,Internet Bill,188.9,2024-06-09
Transportation,Uber Ride,81.95,2023-10-14
Other,Misc Expense,141.05,2023-09-24
Dining,Food Delivery,22.78,2023-01-29
Groceries,Eggs,100.3,2023-09-07
Utilities,Water Bill,244.45,2023-04-10
Groceries,Bread,68.11,2024-07-08
Utilities,Internet Bill,30.36,2024-05-08
Other,Misc Expense,138.26,2024-04-24
Dining,Restaurant,110.65,2023-01-11
Dining,Food Delivery,100.76,2024-03-21
Groceries,Chicken,37.87,2024-04-21
Dining,Restaurant,111.85,2024-01-18
Groceries,Rice,64.9,2024-05-09
Housing,Rent,859.76,2023-04-07
Dining,Restaurant,9.14,2024-07-12
Subscriptions,Gym Membership,6.73,2023-11-03
Groceries,Chicken,60.32,2024-08-11
Utilities,Electricity Bill,211.96,2023-06-15
Dining,Fast Food,99.19,2024-02-15
Transportation,Fuel,71.69,2023-04-22
Subscriptions,Gym Membership,6.3,2024-12-02
Other,Online Purchase,92.56,2023-01-21
Dining,Fast Food,120.02,2024-08-05
Groceries,Chicken,108.74,2024-05-13
Housing,Rent,782.96,2024-11-08
Groceries,Vegetables,144.32,2024-04-06
Housing,Rent,696.81,2024-01-18
Subscriptions,Gym Membership,18.9,2024-07-11
Utilities,Internet Bill,32.37,2023-10-11
Utilities,Electricity Bill,232.9,2023-03-10
Subscriptions,Netflix,18.93,2023-05-22
Other,Misc Expense,143.03,2024-02-16
Other,Online Purchase,23.67,2023-04-26
Dining,Food Delivery,111.04,2023-01-26
Subscriptions,Gym Membership,17.84,2023-10-10
Subscriptions,Netflix,34.51,2024-09-09
Utilities,Water Bill,110.97,2023-08-25
Other,Misc Expense,31.24,2024-09-28
Housing,Rent,1106.92,2023-09-03
Other,Misc Expense,128.14,2024-05-06
Transportation,Bus Pass,137.99,2024-01-22
Subscriptions,Netflix,29.71,2023-05-06
Groceries,Bread,110.96,2023-11-08
Groceries,Milk,25.13,2024-07-10
Utilities,Water Bill,102.69,2024-06-09
Housing,Mortgage,616.71,2023-08-14
Transportation,Fuel,17.7,2024-05-19
Groceries,Rice,105.79,2023-07-16
Groceries,Eggs,63.39,2024-04-07
Groceries,Chicken,47.61,2023-05-13
Transportation,Fuel,3.71,2023-04-06
Dining,Fast Food,82.51,2023-08-26
Other,Misc Expense,33.7,2024-04-03
Dining,Food Delivery,41.05,2024-07-24
Dining,Fast Food,70.25,2024-11-14
Dining,Restaurant,4.38,2023-10-14
Utilities,Gas Bill,239.92,2024-08-24
Other,Misc Expense,102.42,2024-11-15
Other,Online Purchase,126.89,2024-10-16
Other,Misc Expense,114.76,2023-02-15
Utilities,Water Bill,157.63,2024-03-06
Housing,Mortgage,1656.9,2024-05-26
Transportation,Bus Pass,20.1,2023-01-01
Transportation,Bus Pass,134.85,2023-02-14
Subscriptions,Spotify,39.41,2023-08-11
Other,Online Purchase,82.59,2023-12-19
Dining,Restaurant,128.9,2023-10-24
Utilities,Internet Bill,160.76,2024-08-20
Transportation,Bus Pass,121.0,2024-02-28
Other,Online Purchase,18.46,2023-02-22
Dining,Food Delivery,72.48,2023-11-11
Dining,Fast Food,45.62,2023-12-26
Dining,Fast Food,70.82,2024-06-08
Subscriptions,Spotify,18.56,2024-08-13
Utilities,Gas Bill,89.04,2024-11-27
Groceries,Bread,88.26,2024-09-15
Subscriptions,Spotify,18.31,2023-12-24
Housing,Mortgage,1207.42,2024-08-27
Housing,Rent,1935.4,2024-02-22
Groceries,Bread,79.35,2024-02-24
Other,Misc Expense,7.96,2024-03-29
Dining,Fast Food,67.54,2024-01-19
Dining,Restaurant,114.26,2023-07-30
Subscriptions,Gym Membership,19.22,2024-01-21
Utilities,Internet Bill,70.42,2024-03-30
Groceries,Vegetables,118.44,2023-02-26
Dining,Restaurant,148.29,2023-05-07
Utilities,Internet Bill,175.35,2023-02-03
Dining,Food Delivery,145.12,2024-10-30
Utilities,Gas Bill,81.0,2024-12-01
Other,Online Purchase,10.63,2023-05-27
Utilities,Water Bill,113.4,2024-02-15
Other,Online Purchase,125.67,2024-01-22
Subscriptions,Spotify,28.8,2023-01-03
Dining,Food Delivery,53.54,2023-05-14
Utilities,Gas Bill,223.59,2023-11-27
Other,Online Purchase,91.02,2023-04-03
Utilities,Gas Bill,187.39,2023-02-19
Groceries,Rice,129.64,2023-09-29
Transportation,Bus Pass,45.23,2024-05-05
Other,Misc Expense,39.08,2023-04-30
Subscriptions,Gym Membership,32.98,2023-01-11
Transportation,Train Ticket,56.23,2023-11-15
Utilities,Electricity Bill,244.37,2024-02-25
Other,Misc Expense,145.68,2024-01-09
Transportation,Uber Ride,73.51,2024-03-10
Subscriptions,Gym Membership,20.63,2024-02-11
Groceries,Vegetables,29.52,2023-08-23
Housing,Rent,948.75,2023-03-18
Dining,Restaurant,135.59,2023-04-06
Subscriptions,Gym Membership,24.61,2024-02-29
Utilities,Water Bill,133.83,2024-06-21
Other,Misc Expense,26.44,2024-06-15
Dining,Restaurant,124.48,2024-12-17
Groceries,Eggs,120.81,2023-11-14
Subscriptions,Spotify,11.08,2023-04-26
Dining,Food Delivery,87.88,2023-11-14
Transportation,Uber Ride,65.79,2023-08-29
Utilities,Water Bill,141.44,2024-04-27
Groceries,Milk,50.65,2024-12-19
Groceries,Bread,80.48,2023-11-16
Transportation,Uber Ride,25.06,2023-01-22
Utilities,Water Bill,174.34,2023-01-04
Groceries,Vegetables,133.45,2024-01-05
Transportation,Bus Pass,142.23,2023-03-10
Dining,Fast Food,80.88,2024-09-26
Utilities,Electricity Bill,225.37,2024-02-20
Dining,Restaurant,131.54,2023-11-24
Housing,Rent,1097.72,2024-02-20
Housing,Mortgage,839.13,2023-02-22
Utilities,Internet Bill,147.6,2023-12-16
Transportation,Train Ticket,32.64,2024-08-09
Transportation,Fuel,23.84,2023-09-01
Housing,Rent,1590.1,2023-01-11
Dining,Restaurant,119.96,2023-09-23
Transportation,Fuel,146.74,2023-06-07
Utilities,Water Bill,46.61,2024-11-10
Subscriptions,Spotify,8.49,2024-10-11
Dining,Restaurant,17.06,2023-02-15
Housing,Rent,1294.89,2024-05-09
Housing,Rent,780.78,2023-03-17
Subscriptions,Netflix,34.69,2023-06-08
Subscriptions,Gym Membership,9.42,2023-08-21
Housing,Rent,1229.95,2023-01-04
Other,Misc Expense,87.58,2023-07-22
Other,Misc Expense,89.07,2024-06-01
Utilities,Electricity Bill,242.23,2024-10-08
Transportation,Bus Pass,122.15,2023-03-21
Dining,Restaurant,120.9,2024-10-23
Dining,Restaurant,44.52,2023-06-18
Groceries,Rice,52.13,2024-04-15
Transportation,Uber Ride,149.25,2023-11-14
Utilities,Gas Bill,132.9,2023-09-01
Subscriptions,Spotify,9.56,2024-09-07
Groceries,Chicken,139.07,2023-09-01
Housing,Rent,1514.39,2024-04-26
Housing,Mortgage,1893.61,2024-03-20
Housing,Mortgage,1834.62,2023-09-22
Transportation,Train Ticket,96.4,2023-07-22
Housing,Mortgage,1471.69,2024-04-18
Subscriptions,Spotify,39.11,2024-01-21
Transportation,Fuel,19.22,2024-02-20
Other,Misc Expense,35.75,2024-06-14
Other,Online Purchase,125.73,2024-09-20
Subscriptions,Netflix,12.92,2024-06-30
Housing,Rent,775.51,2024-04-27
Subscriptions,Spotify,26.93,2023-02-21
Subscriptions,Spotify,7.3,2024-12-16
Transportation,Fuel,36.52,2024-03-01
Utilities,Gas Bill,119.21,2024-12-12
Other,Online Purchase,21.51,2023-09-25
Subscriptions,Netflix,12.73,2024-09-05
Utilities,Electricity Bill,48.6,2023-10-02
Other,Online Purchase,137.12,2024-11-26
Transportation,Train Ticket,71.61,2023-04-22
Housing,Rent,858.09,2023-07-06
Dining,Fast Food,136.98,2023-09-22
Dining,Fast Food,64.9,2023-01-14
Groceries,Vegetables,12.67,2023-09-30
Utilities,Water Bill,102.59,2024-06-24
Housing,Mortgage,1028.64,2023-06-11
Subscriptions,Gym Membership,34.19,2024-10-24
Other,Misc Expense,93.62,2024-12-01
Dining,Food Delivery,73.75,2024-05-03
Other,Online Purchase,147.49,2023-09-13
Other,Online Purchase,119.08,2023-06-20
Dining,Restaurant,112.04,2024-04-21
Housing,Rent,614.84,2023-07-27
Utilities,Electricity Bill,184.7,2024-10-13
Groceries,Rice,47.19,2024-04-09
Dining,Restaurant,130.11,2024-10-22
Transportation,Bus Pass,24.41,2024-05-30
Dining,Restaurant,126.78,2024-12-23
Transportation,Bus Pass,41.19,2023-02-23
Housing,Mortgage,948.02,2024-02-15
Subscriptions,Spotify,30.34,2023-03-04
Housing,Mortgage,1109.16,2023-10-02
Subscriptions,Netflix,15.7,2023-08-25
Housing,Mortgage,988.05,2023-08-06
Housing,Rent,1564.45,2023-06-28
Subscriptions,Spotify,12.79,2024-04-12
Utilities,Water Bill,211.72,2023-04-11
Utilities,Water Bill,135.91,2023-10-11
Transportation,Train Ticket,95.47,2024-11-26
Utilities,Electricity Bill,80.6,2023-11-14
Groceries,Bread,25.42,2024-05-02
Transportation,Uber Ride,96.13,2024-07-05
Transportation,Train Ticket,108.04,2024-04-14
Utilities,Electricity Bill,106.3,2023-11-28
Groceries,Rice,10.09,2023-09-12
Other,Online Purchase,51.02,2023-01-30
Dining,Food Delivery,16.2,2024-01-01
Transportation,Fuel,10.96,2024-08-24
Transportation,Uber Ride,43.19,2023-06-05
Housing,Mortgage,1150.58,2023-03-14
Groceries,Chicken,94.24,2024-01-16
Other,Misc Expense,128.81,2023-05-15
Transportation,Train Ticket,78.07,2023-02-06
Dining,Food Delivery,14.08,2023-04-04
Other,Online Purchase,123.88,2023-12-20
Groceries,Eggs,108.18,2023-08-17
Housing,Mortgage,955.5,2023-03-12
Subscriptions,Gym Membership,8.85,2024-12-09
Dining,Fast Food,55.62,2023-05-05
Dining,Fast Food,120.24,2023-06-27
Subscriptions,Gym Membership,39.32,2024-02-24
Utilities,Electricity Bill,124.73,2024-02-25
Utilities,Electricity Bill,221.97,2024-11-03
Transportation,Fuel,37.9,2023-05-15
Groceries,Milk,70.36,2023-03-16
Transportation,Uber Ride,45.51,2023-02-26
Transportation,Fuel,76.64,2024-01-03
Housing,Mortgage,1244.81,2023-03-21
Transportation,Train Ticket,103.82,2024-12-10
Dining,Restaurant,137.2,2024-06-01
Groceries,Vegetables,115.52,2023-02-08
Groceries,Milk,14.56,2023-10-19
Other,Misc Expense,110.71,2023-02-21
Housing,Rent,1279.83,2024-06-09
Subscriptions,Gym Membership,23.83,2023-08-01
Groceries,Eggs,120.49,2024-02-05
Housing,Rent,940.3,2024-06-19
Groceries,Rice,145.13,2024-04-29
Housing,Mortgage,1744.22,2023-12-28
Dining,Food Delivery,9.72,2023-12-25
Housing,Rent,1134.53,2024-02-14
Other,Online Purchase,58.89,2023-06-30
Subscriptions,Netflix,38.22,2024-05-14
Utilities,Electricity Bill,246.37,2023-04-25
Housing,Mortgage,1485.18,2024-04-14
Utilities,Gas Bill,33.9,2024-06-12
Utilities,Electricity Bill,78.83,2024-02-14
Subscriptions,Spotify,23.22,2024-09-04
Subscriptions,Gym Membership,17.99,2024-10-18
Transportation,Bus Pass,146.61,2024-09-14
Subscriptions,Netflix,36.21,2023-09-24
Dining,Fast Food,41.73,2023-02-06
Dining,Fast Food,80.45,2024-03-03
Dining,Fast Food,13.05,2024-07-28
Transportation,Fuel,134.3,2023-03-28
Dining,Fast Food,55.09,2023-02-16
Transportation,Bus Pass,123.69,2023-08-01
Transportation,Train Ticket,139.14,2023-04-02
Subscriptions,Netflix,27.95,2023-08-03
Subscriptions,Netflix,6.13,2023-12-24
Subscriptions,Spotify,31.54,2023-08-08
Utilities,Internet Bill,136.06,2023-09-05
Groceries,Vegetables,32.41,2024-01-23
Dining,Food Delivery,84.91,2023-04-21
Subscriptions,Netflix,8.77,2023-10-17
Subscriptions,Spotify,5.44,2023-04-16
Utilities,Gas Bill,60.47,2024-01-19
Other,Misc Expense,52.54,2023-01-25
Housing,Rent,1014.1,2023-02-02
Subscriptions,Gym Membership,28.3,2024-08-23
Subscriptions,Netflix,22.36,2024-10-08
Dining,Restaurant,79.5,2024-05-04
Utilities,Gas Bill,116.18,2023-01-14
Utilities,Gas Bill,78.35,2024-11-18
Groceries,Milk,7.4,2023-03-23
Transportation,Train Ticket,48.99,2024-09-21
Transportation,Train Ticket,147.93,2024-05-18
Housing,Mortgage,1988.23,2024-08-02
Housing,Mortgage,980.06,2024-02-01
Utilities,Internet Bill,109.03,2024-06-18
Subscriptions,Spotify,16.79,2024-04-08
Other,Misc Expense,95.88,2023-02-27
Groceries,Bread,21.73,2023-02-08
Utilities,Water Bill,93.13,2024-01-17
Dining,Food Delivery,71.81,2023-04-15
Utilities,Gas Bill,111.17,2024-07-31
Housing,Rent,743.2,2024-06-12
Other,Online Purchase,116.51,2024-06-03
Groceries,Eggs,13.21,2024-02-17
Dining,Restaurant,107.32,2023-04-28
Other,Online Purchase,34.97,2023-05-11
Dining,Food Delivery,84.34,2023-10-10
Dining,Food Delivery,93.29,2024-08-20
Subscriptions,Spotify,19.57,2023-12-01
Utilities,Internet Bill,101.05,2024-07-18
Other,Misc Expense,47.5,2023-06-09
Groceries,Bread,26.53,2023-09-23
Housing,Rent,1361.91,2024-02-07
Utilities,Electricity Bill,131.53,2024-04-18
Groceries,Eggs,56.95,2023-08-20
Groceries,Milk,137.27,2023-02-02
Housing,Rent,1132.91,2024-08-24
Other,Online Purchase,138.25,2023-05-05
Subscriptions,Netflix,19.31,2024-01-28
Groceries,Milk,41.76,2023-04-05
Other,Online Purchase,125.13,2024-08-17
Other,Online Purchase,110.84,2024-01-23
Housing,Rent,1616.79,2024-02-24
Subscriptions,Gym Membership,12.4,2023-03-06
Groceries,Bread,41.49,2023-10-15
Groceries,Bread,114.08,2024-06-12
Groceries,Milk,141.75,2024-07-29
Housing,Rent,1928.29,2023-12-17
Groceries,Vegetables,106.47,2023-06-10
Transportation,Uber Ride,68.41,2024-08-24
Housing,Rent,1230.61,2024-05-29
Transportation,Fuel,3.2,2023-10-09
Other,Online Purchase,121.58,2024-01-31
Dining,Restaurant,46.5,2024-05-30
Dining,Food Delivery,34.26,2023-01-23
Utilities,Electricity Bill,207.59,2024-02-04
Transportation,Bus Pass,72.65,2023-06-06
Dining,Fast Food,100.22,2024-04-28
Subscriptions,Spotify,20.92,2023-10-02
Groceries,Bread,34.57,2024-04-05
Transportation,Bus Pass,93.88,2024-08-17
Subscriptions,Gym Membership,26.15,2023-08-24
Utilities,Electricity Bill,116.5,2024-09-21
Transportation,Uber Ride,30.32,2024-10-07
Dining,Fast Food,13.41,2024-01-30
Groceries,Bread,27.67,2024-04-06
Transportation,Train Ticket,141.22,2024-12-20
Housing,Rent,1895.64,2024-02-11
Utilities,Electricity Bill,37.97,2023-01-28
Subscriptions,Gym Membership,16.63,2024-02-21
Other,Online Purchase,27.36,2023-08-20
Dining,Restaurant,60.11,2023-10-23
Groceries,Milk,44.29,2023-10-25
Subscriptions,Spotify,15.51,2024-07-28
Dining,Food Delivery,96.51,2024-06-15
Subscriptions,Spotify,23.09,2024-04-23
Groceries,Vegetables,39.23,2023-04-20
Groceries,Milk,138.44,2024-04-11
Other,Misc Expense,3.58,2023-03-15
Dining,Fast Food,142.6,2023-08-16
Housing,Mortgage,1870.43,2024-09-01
Utilities,Water Bill,235.53,2024-03-30
Subscriptions,Netflix,35.97,2024-03-28
Groceries,Chicken,106.41,2024-03-09
Other,Online Purchase,148.93,2023-10-12
Subscriptions,Netflix,8.25,2023-10-21
Transportation,Uber Ride,141.89,2024-01-01
Transportation,Fuel,68.82,2023-08-21
Utilities,Water Bill,144.18,2024-11-10
Subscriptions,Gym Membership,29.55,2023-12-17
Transportation,Train Ticket,36.64,2023-04-22
Dining,Food Delivery,6.9,2023-08-05
Housing,Rent,1869.62,2023-02-26
Transportation,Train Ticket,59.55,2024-02-18
Transportation,Train Ticket,108.74,2023-04-25
Housing,Mortgage,1238.91,2023-04-17
Dining,Restaurant,144.34,2023-11-07
Other,Misc Expense,105.09,2023-06-08
Transportation,Fuel,108.5,2023-06-05
Utilities,Gas Bill,112.75,2023-12-04
Housing,Rent,814.81,2024-05-05
Housing,Mortgage,1529.29,2023-09-25
Housing,Rent,1942.54,2023-10-08
Subscriptions,Netflix,36.31,2024-05-08
Subscriptions,Spotify,6.17,2023-01-07
Transportation,Bus Pass,85.2,2023-04-14
Dining,Restaurant,124.24,2024-04-18
Subscriptions,Netflix,30.1,2024-02-02
Utilities,Gas Bill,183.45,2024-08-24
Subscriptions,Gym Membership,35.69,2023-09-27
Dining,Fast Food,61.89,2024-08-29
Subscriptions,Gym Membership,5.55,2023-10-31
Housing,Mortgage,606.86,2023-08-25
Subscriptions,Gym Membership,28.15,2024-05-01
Housing,Rent,1979.79,2024-02-12
Housing,Rent,776.6,2024-10-26
Groceries,Eggs,6.51,2023-06-27
Dining,Restaurant,4.04,2024-11-13
Groceries,Milk,101.08,2023-02-26
Groceries,Eggs,65.35,2024-03-01
Groceries,Chicken,70.57,2024-07-29
Transportation,Bus Pass,145.29,2024-09-30
Housing,Rent,722.81,2023-08-25
Groceries,Milk,101.87,2024-07-23
Subscriptions,Netflix,11.76,2023-11-07
Housing,Mortgage,1474.29,2024-11-27
Housing,Mortgage,875.3,2023-08-12
Groceries,Milk,41.76,2023-09-26
Subscriptions,Netflix,36.11,2024-04-22
Housing,Rent,1177.77,2024-01-07
Transportation,Fuel,13.32,2023-05-22
Utilities,Electricity Bill,146.67,2023-05-20
Utilities,Electricity Bill,195.14,2024-06-22
Housing,Mortgage,770.19,2024-01-29
Groceries,Vegetables,95.56,2023-08-17
Other,Online Purchase,25.86,2024-02-28
Transportation,Uber Ride,104.47,2024-03-22
Subscriptions,Netflix,11.62,2024-10-02
Subscriptions,Gym Membership,34.67,2024-03-20
Transportation,Uber Ride,125.98,2023-05-31
Utilities,Electricity Bill,191.52,2024-11-05
Utilities,Gas Bill,227.93,2023-06-02
Housing,Mortgage,1876.11,2023-06-29
Dining,Food Delivery,38.34,2024-08-20
Transportation,Bus Pass,127.31,2023-06-19
Utilities,Gas Bill,165.28,2023-09-21
Transportation,Bus Pass,103.52,2023-10-13
Other,Online Purchase,120.81,2024-10-06
Dining,Food Delivery,110.26,2024-03-21
Subscriptions,Netflix,35.93,2023-03-18
Transportation,Train Ticket,35.46,2024-03-12
Transportation,Uber Ride,91.93,2024-06-16
Groceries,Eggs,85.6,2024-05-05
Groceries,Eggs,49.64,2023-12-23
Subscriptions,Gym Membership,29.3,2024-10-17
Dining,Food Delivery,133.65,2024-05-08
Subscriptions,Spotify,6.82,2023-12-31
Subscriptions,Netflix,5.55,2023-09-30
Dining,Restaurant,71.79,2023-04-30
Dining,Restaurant,133.29,2024-02-11
Dining,Food Delivery,6.31,2023-05-30
Utilities,Gas Bill,45.94,2023-01-07
Utilities,Gas Bill,166.23,2024-08-04
Dining,Fast Food,116.13,2024-04-11
Other,Online Purchase,91.44,2024-01-03
Dining,Food Delivery,49.43,2023-12-21
Groceries,Chicken,144.37,2023-05-30
Transportation,Fuel,42.61,2023-03-29
Groceries,Milk,73.48,2023-08-10
Dining,Fast Food,4.74,2024-12-28
Subscriptions,Spotify,17.43,2024-10-30
Dining,Fast Food,18.3,2023-06-14
Transportation,Bus Pass,110.35,2023-06-14
Utilities,Water Bill,33.17,2023-02-13
Transportation,Fuel,143.57,2023-02-02
Housing,Rent,832.58,2023-09-16
Housing,Rent,912.44,2023-06-25
Other,Online Purchase,8.78,2024-04-28
Housing,Rent,1491.35,2023-08-24
Housing,Mortgage,1667.5,2023-10-25
Subscriptions,Spotify,5.09,2023-05-17
Groceries,Milk,93.73,2023-01-24
