Category,Item,Total Spent,Transaction Date
Dining,Food Delivery,93.65,2023-02-12
Transportation,Train Ticket,70.91,2023-10-18
Utilities,Internet Bill,33.71,2024-04-17
Groceries,Fruit,24.65,2023-03-21
Transportation,Car Maintenance,95.54,2024-11-05
Subscriptions,Netflix,21.97,2023-02-06
Housing,Mortgage,1537.81,2024-10-23
Utilities,Electricity Bill,139.89,2024-03-18
Dining,Fast Food,151.34,2023-11-17
Utilities,Electricity Bill,118.5,2024-12-21
Groceries,Vegetables,117.77,2023-08-31
Dining,Cafe,74.0,2024-11-24
Groceries,Rice,159.16,2024-05-13
Other,Pharmacy,220.16,2023-12-31
Dining,Cafe,12.05,2023-03-01
Transportation,Train Ticket,75.69,2023-08-08
Utilities,Electricity Bill,252.25,2023-08-25
Subscriptions,Netflix,34.88,2024-09-18
Groceries,Chicken,41.96,2024-09-10
Transportation,Bus Pass,24.77,2024-10-12
Utilities,Phone Bill,78.28,2024-02-19
Housing,Rent,1136.15,2024-12-30
Subscriptions,Prime Membership,20.98,2023-03-06
Other,Pharmacy,131.48,2023-01-23
Groceries,Milk,134.52,2024-04-12
Dining,Fast Food,129.71,2024-10-05
Transportation,Bus Pass,79.38,2023-06-07
Utilities,Electricity Bill,145.71,2023-12-17
Groceries,Fruit,51.27,2024-04-27
Subscriptions,Gym Membership,33.01,2023-03-11
Groceries,Fruit,88.69,2024-08-20
Groceries,Eggs,136.08,2023-07-20
Subscriptions,Spotify,7.1,2024-10-03
Dining,Food Delivery,139.34,2024-01-22
Groceries,Bread,119.19,2024-10-19
Transportation,Train Ticket,118.32,2024-09-25
Housing,Mortgage,2163.96,2023-11-23
Transportation,Bus Pass,88.83,2023-10-07
Utilities,Gas Bill,189.52,2023-07-05
Utilities,Gas Bill,90.84,2023-03-20
Groceries,Bread,160.47,2024-12-05
Transportation,Bus Pass,13.78,2024-01-27
Housing,Rent,1442.37,2023-01-19
Dining,Fast Food,13.98,2024-07-19
Subscriptions,Prime Membership,8.11,2024-08-30
Groceries,Fruit,105.03,2023-04-13
Transportation,Bus Pass,120.95,2023-03-24
Utilities,Water Bill,63.97,2023-03-18
Utilities,Phone Bill,82.3,2023-09-06
Utilities,Electricity Bill,236.36,2023-04-24
Groceries,Eggs,110.63,2024-02-03
Groceries,Milk,104.09,2024-02-09
Housing,Mortgage,2057.3,2023-02-17
Dining,Restaurant,158.66,2024-11-08
Dining,Cafe,21.8,2024-07-10
Groceries,Cereal,78.56,2024-09-10
Utilities,Internet Bill,123.95,2024-05-09
Dining,Restaurant,103.66,2023-07-09
Other,Gift,39.38,2023-10-16
Transportation,Car Maintenance,56.48,2023-02-20
Dining,Restaurant,82.66,2024-08-11
Groceries,Rice,177.78,2024-11-18
Groceries,Chicken,132.6,2024-02-15
Utilities,Internet Bill,134.81,2023-04-22
Dining,Restaurant,67.2,2023-11-27
Dining,Fast Food,99.43,2023-01-21
Utilities,Gas Bill,212.08,2024-08-05
Groceries,Cereal,130.81,2023-08-23
Utilities,Gas Bill,216.37,2023-04-28
Dining,Cafe,110.81,2023-05-07
Dining,Food Delivery,91.59,2023-04-13
Groceries,Eggs,118.02,2024-04-20
Other,Gift,71.49,2023-05-01
Other,Misc Expense,19.55,2023-09-12
Dining,Cafe,117.94,2023-12-16
Other,Gift,199.58,2023-05-24
Groceries,Fruit,116.42,2023-01-26
Dining,Cafe,61.86,2023-10-10
Transportation,Train Ticket,121.35,2024-09-09
Groceries,Vegetables,111.32,2024-05-30
Subscriptions,Spotify,31.98,2024-09-28
Dining,Restaurant,68.28,2024-04-04
Groceries,Vegetables,171.0,2024-05-06
Utilities,Gas Bill,113.68,2023-08-11
Subscriptions,Gym Membership,9.01,2023-06-16
Dining,Food Delivery,12.3,2023-04-01
Groceries,Rice,41.93,2024-08-08
Utilities,Phone Bill,248.61,2024-08-19
Dining,Restaurant,149.42,2023-12-14
Subscriptions,Prime Membership,22.61,2024-05-19
Housing,Rent,1978.38,2024-12-17
Groceries,Milk,72.35,2024-05-27
Transportation,Uber Ride,125.27,2023-11-07
Groceries,Chicken,182.46,2024-12-16
Utilities,Gas Bill,46.91,2024-02-06
Utilities,Water Bill,203.78,2024-10-08
Dining,Food Delivery,37.37,2024-04-03
Utilities,Gas Bill,52.1,2024-07-24
Transportation,Fuel,65.14,2024-11-14
Transportation,Uber Ride,3.3,2023-10-14
Groceries,Vegetables,188.64,2024-11-02
Subscriptions,Prime Membership,36.76,2024-04-10
Dining,Fast Food,135.63,2024-10-16
Subscriptions,Spotify,5.83,2023-08-20
Groceries,Fruit,150.94,2024-04-07
Utilities,Internet Bill,235.59,2023-09-28
Other,Pharmacy,31.73,2023-01-01
Utilities,Gas Bill,235.77,2023-02-14
Dining,Cafe,117.43,2023-08-11
Subscriptions,Prime Membership,7.8,2023-12-19
Utilities,Gas Bill,223.6,2023-06-16
Transportation,Fuel,84.02,2024-08-20
Housing,Mortgage,1917.32,2023-11-03
Subscriptions,iCloud,38.11,2023-04-18
Groceries,Cereal,190.91,2024-08-12
Transportation,Bus Pass,123.59,2024-01-06
Utilities,Gas Bill,123.31,2024-04-17
Groceries,Cereal,34.58,2024-02-01
Dining,Fast Food,50.89,2023-12-12
Utilities,Electricity Bill,203.18,2024-08-16
Groceries,Chicken,191.54,2024-01-25
Transportation,Bus Pass,104.35,2023-01-12
Subscriptions,iCloud,33.67,2024-09-03
Groceries,Fruit,18.2,2024-06-15
Groceries,Fruit,157.45,2024-05-02
Groceries,Cereal,177.21,2024-04-12
Transportation,Bus Pass,66.64,2024-10-31
Groceries,Fruit,33.14,2023-08-17
Transportation,Car Maintenance,27.36,2024-03-30
Groceries,Bread,15.76,2024-03-24
Subscriptions,Gym Membership,9.05,2024-07-21
Dining,Fast Food,34.05,2023-02-03
Transportation,Train Ticket,41.66,2023-06-17
Groceries,Rice,15.12,2023-05-27
Groceries,Rice,54.19,2024-01-24
Groceries,Fruit,163.81,2023-01-29
Subscriptions,iCloud,27.21,2023-09-22
Dining,Restaurant,66.82,2023-12-19
Dining,Fast Food,57.86,2024-07-04
Housing,Mortgage,1856.72,2024-09-05
Utilities,Water Bill,143.87,2023-09-06
Transportation,Uber Ride,6.55,2024-01-27
Housing,Mortgage,1043.4,2024-07-23
Utilities,Phone Bill,137.54,2023-12-15
Groceries,Bread,192.56,2024-10-08
Subscriptions,Prime Membership,36.12,2023-09-20
Groceries,Vegetables,192.8,2023-05-27
Transportation,Uber Ride,46.71,2024-03-30
Transportation,Bus Pass,135.95,2024-01-09
Utilities,Electricity Bill,137.72,2024-03-10
Dining,Cafe,89.38,2023-01-29
Dining,Restaurant,40.45,2024-08-27
Other,Misc Expense,33.22,2023-03-18
Housing,Rent,2048.04,2023-04-06
Dining,Food Delivery,91.83,2024-02-29
Housing,Landlord Payment,1852.31,2024-11-08
Groceries,Cereal,115.34,2024-05-10
Groceries,Cereal,44.58,2024-12-17
Groceries,Eggs,162.09,2024-08-04
Utilities,Internet Bill,65.82,2023-04-26
Transportation,Car Maintenance,56.14,2023-11-04
Groceries,Milk,50.72,2023-07-07
Transportation,Car Maintenance,2.91,2023-01-05
Groceries,Bread,141.81,2023-07-03
Transportation,Bus Pass,48.71,2023-03-23
Groceries,Milk,33.69,2023-06-13
Dining,Restaurant,17.75,2024-05-15
Utilities,Gas Bill,247.57,2023-03-10
Utilities,Phone Bill,142.1,2023-05-21
Dining,Restaurant,13.61,2023-10-03
Transportation,Train Ticket,122.67,2023-11-24
Dining,Restaurant,125.89,2023-12-31
Groceries,Cereal,54.31,2023-06-24
Subscriptions,Spotify,39.58,2024-02-12
Groceries,Vegetables,62.01,2024-07-09
Housing,Rent,962.58,2024-08-09
Other,Electronics,238.23,2023-05-26
Housing,Landlord Payment,1510.86,2024-02-12
Transportation,Uber Ride,60.82,2023-04-01
Housing,Mortgage,1340.42,2024-08-31
Groceries,Eggs,83.26,2023-03-19
Utilities,Phone Bill,105.43,2024-12-21
Groceries,Cereal,6.36,2024-01-09
Groceries,Bread,115.27,2024-05-23
Dining,Cafe,108.74,2023-01-29
Dining,Food Delivery,16.41,2023-05-14
Groceries,Eggs,112.19,2023-12-28
Groceries,Rice,142.48,2024-08-01
Transportation,Uber Ride,116.73,2024-08-12
Dining,Fast Food,121.86,2024-08-22
Utilities,Water Bill,164.45,2023-04-16
Utilities,Gas Bill,239.9,2023-05-08
Groceries,Rice,161.4,2024-10-23
Transportation,Bus Pass,85.01,2023-01-20
Housing,Mortgage,1168.08,2024-04-15
Utilities,Electricity Bill,258.81,2023-11-14
Housing,Mortgage,1520.0,2024-04-23
Subscriptions,Prime Membership,20.89,2024-01-30
Groceries,Bread,105.84,2024-07-12
Groceries,Bread,39.67,2024-10-30
Dining,Cafe,117.78,2023-08-30
Subscriptions,iCloud,33.04,2024-04-17
Transportation,Bus Pass,43.0,2024-10-12
Utilities,Gas Bill,227.08,2024-09-29
Housing,Landlord Payment,1417.88,2024-09-10
Other,Gift,92.39,2023-04-23
Utilities,Internet Bill,201.88,2023-11-11
Groceries,Milk,167.81,2024-09-20
Housing,Rent,1832.49,2023-08-20
Utilities,Phone Bill,177.11,2024-10-18
Utilities,Gas Bill,135.66,2024-03-04
Other,Online Purchase,181.09,2024-08-04
Utilities,Phone Bill,40.47,2024-12-16
Utilities,Water Bill,137.3,2023-05-11
Utilities,Water Bill,120.3,2024-12-12
Subscriptions,Spotify,9.16,2023-09-25
Dining,Restaurant,39.23,2024-09-05
Groceries,Bread,144.98,2023-10-02
Housing,Landlord Payment,2160.54,2023-04-13
Dining,Fast Food,77.35,2023-04-22
Housing,Rent,1815.82,2023-07-08
Subscriptions,iCloud,16.74,2023-03-09
Utilities,Gas Bill,123.96,2023-01-14
Housing,Landlord Payment,751.95,2023-09-30
Groceries,Rice,47.4,2023-12-04
Dining,Food Delivery,74.5,2023-11-10
Groceries,Rice,167.64,2024-10-24
Subscriptions,Prime Membership,21.11,2024-03-01
Housing,Mortgage,1870.65,2023-03-26
Other,Misc Expense,216.17,2023-01-21
Subscriptions,Spotify,21.68,2023-06-17
Dining,Cafe,117.93,2023-08-30
Transportation,Uber Ride,7.89,2023-07-27
Groceries,Milk,117.06,2024-12-21
Other,Online Purchase,109.78,2024-04-09
Transportation,Bus Pass,43.55,2024-04-07
Transportation,Train Ticket,118.2,2024-12-23
Utilities,Gas Bill,179.78,2023-02-23
Dining,Food Delivery,32.29,2023-09-12
Groceries,Cereal,121.74,2024-12-23
Dining,Cafe,73.65,2024-01-08
Subscriptions,Gym Membership,42.79,2023-08-19
Dining,Food Delivery,153.17,2024-12-01
Dining,Restaurant,47.96,2023-08-06
Dining,Fast Food,127.63,2024-12-06
Utilities,Phone Bill,135.17,2024-12-11
Groceries,Cereal,43.63,2024-06-07
Groceries,Rice,53.02,2024-05-07
Groceries,Vegetables,53.47,2024-11-26
Groceries,Eggs,197.22,2024-03-09
Utilities,Water Bill,60.84,2024-05-02
Housing,Rent,1631.99,2024-07-05
Utilities,Internet Bill,61.96,2023-09-05
Groceries,Milk,68.22,2023-03-16
Utilities,Water Bill,83.41,2023-05-16
Utilities,Electricity Bill,139.56,2023-04-02
Utilities,Gas Bill,101.2,2024-05-25
Groceries,Chicken,128.64,2024-12-16
Groceries,Eggs,34.7,2024-10-25
Subscriptions,Gym Membership,42.8,2024-02-07
Utilities,Electricity Bill,164.53,2023-06-10
Utilities,Gas Bill,226.12,2023-05-15
Utilities,Phone Bill,213.18,2023-02-06
Housing,Landlord Payment,766.82,2023-04-04
Subscriptions,Gym Membership,41.04,2023-12-24
Dining,Fast Food,118.03,2023-11-14
Dining,Food Delivery,149.4,2023-03-12
Dining,Cafe,22.06,2024-12-09
Transportation,Bus Pass,51.4,2023-05-05
Housing,Mortgage,1319.98,2023-08-25
Groceries,Eggs,196.23,2024-02-24
Groceries,Fruit,28.46,2024-02-25
Groceries,Bread,135.91,2024-07-03
Dining,Cafe,41.8,2023-05-15
Groceries,Milk,94.35,2023-03-16
Utilities,Gas Bill,61.15,2023-11-18
Dining,Cafe,82.65,2024-01-03
Dining,Cafe,97.33,2024-04-16
Housing,Mortgage,944.26,2023-08-09
Dining,Cafe,8.72,2024-06-01
Groceries,Milk,26.31,2023-03-22
Housing,Mortgage,1785.74,2023-02-21
Dining,Fast Food,80.27,2024-06-09
Transportation,Car Maintenance,15.55,2024-08-31
Groceries,Chicken,160.85,2024-02-05
Dining,Cafe,150.43,2024-07-22
Transportation,Fuel,135.43,2024-04-29
Dining,Food Delivery,18.73,2024-12-02
Utilities,Internet Bill,243.78,2023-02-16
Other,Online Purchase,166.23,2024-01-26
Utilities,Internet Bill,203.31,2024-07-03
Subscriptions,iCloud,23.62,2024-06-20
Groceries,Cereal,190.1,2024-05-14
Groceries,Milk,146.18,2024-07-21
Groceries,Chicken,92.25,2024-10-09
Groceries,Rice,73.58,2023-10-17
Groceries,Rice,146.79,2024-12-30
Subscriptions,Prime Membership,13.1,2024-02-14
Dining,Food Delivery,21.0,2023-09-19
Utilities,Gas Bill,167.78,2023-07-29
Transportation,Uber Ride,37.91,2024-05-07
Utilities,Electricity Bill,246.8,2024-01-24
Transportation,Fuel,64.02,2023-03-12
Housing,Mortgage,1832.44,2023-04-14
Groceries,Chicken,74.09,2023-02-16
Utilities,Phone Bill,211.97,2024-02-16
Groceries,Chicken,53.54,2023-04-02
Transportation,Fuel,30.91,2023-05-31
Groceries,Milk,31.27,2024-06-25
Subscriptions,Gym Membership,21.57,2023-08-08
Groceries,Cereal,142.18,2024-05-08
Subscriptions,Netflix,31.76,2023-04-12
Utilities,Phone Bill,138.04,2024-08-29
Subscriptions,iCloud,8.42,2023-10-17
Transportation,Train Ticket,3.74,2023-04-16
Groceries,Milk,32.01,2024-01-19
Other,Pharmacy,86.24,2023-01-25
Dining,Food Delivery,50.85,2023-02-02
Transportation,Uber Ride,93.88,2024-08-23
Housing,Rent,1530.44,2024-05-22
Transportation,Fuel,34.69,2024-06-06
Transportation,Bus Pass,54.1,2024-02-06
Groceries,Rice,160.68,2023-10-16
Groceries,Rice,155.63,2023-03-02
Groceries,Bread,61.75,2023-11-17
Groceries,Chicken,125.6,2023-08-20
Other,Gift,173.84,2023-10-12
Groceries,Fruit,66.25,2023-10-05
Transportation,Fuel,23.06,2024-09-26
Transportation,Train Ticket,51.57,2024-06-18
Dining,Cafe,29.3,2023-12-11
Groceries,Vegetables,128.21,2023-02-27
Groceries,Eggs,53.71,2023-05-13
Groceries,Chicken,12.6,2024-01-27
Dining,Cafe,137.23,2023-04-15
Groceries,Bread,133.56,2024-06-15
Dining,Restaurant,133.04,2023-04-15
Housing,Landlord Payment,907.3,2024-06-03
Housing,Rent,1172.06,2024-02-27
Transportation,Uber Ride,99.93,2023-04-28
Subscriptions,Spotify,27.74,2024-05-14
Transportation,Bus Pass,108.44,2024-05-12
Dining,Restaurant,95.47,2024-01-26
Subscriptions,iCloud,7.4,2023-05-24
Transportation,Car Maintenance,46.57,2024-07-18
Subscriptions,Gym Membership,16.41,2023-06-09
Groceries,Eggs,160.85,2023-09-23
Dining,Fast Food,43.91,2024-07-11
Subscriptions,Spotify,33.69,2023-09-08
Housing,Rent,1366.14,2023-11-04
Utilities,Water Bill,246.61,2023-04-23
Housing,Rent,1727.95,2024-01-25
Dining,Restaurant,147.61,2023-05-05
Dining,Fast Food,108.78,2024-02-23
Groceries,Bread,9.78,2024-04-10
Housing,Rent,2003.7,2024-08-04
Subscriptions,Netflix,38.06,2024-08-17
Subscriptions,Prime Membership,9.13,2023-11-19
Subscriptions,iCloud,43.21,2024-11-23
Dining,Food Delivery,117.57,2024-02-24
Dining,Fast Food,49.87,2023-02-16
Groceries,Bread,59.78,2023-07-22
Subscriptions,Prime Membership,8.25,2024-07-29
Dining,Food Delivery,6.5,2023-12-17
Housing,Landlord Payment,1741.0,2023-06-10
Utilities,Electricity Bill,129.56,2024-08-24
Dining,Food Delivery,53.33,2023-02-09
Transportation,Fuel,2.19,2023-10-09
Subscriptions,iCloud,22.58,2023-10-31
Dining,Cafe,86.62,2023-03-12
Groceries,Bread,56.22,2023-12-29
Subscriptions,iCloud,15.14,2024-04-30
Groceries,Eggs,94.26,2024-11-08
Other,Electronics,69.39,2023-02-25
Transportation,Bus Pass,5.77,2023-08-08
Housing,Mortgage,1061.56,2024-09-25
Dining,Cafe,5.58,2023-08-24
Groceries,Bread,143.06,2024-02-07
Dining,Food Delivery,18.79,2024-10-07
Transportation,Bus Pass,11.77,2024-01-30
Groceries,Eggs,88.19,2024-04-06
Utilities,Electricity Bill,190.16,2024-07-23
Groceries,Cereal,185.46,2024-02-11
Groceries,Milk,20.84,2024-06-30
Dining,Food Delivery,50.78,2023-04-07
Groceries,Rice,82.25,2024-02-02
Housing,Rent,745.22,2024-03-27
Utilities,Phone Bill,119.0,2024-09-05
Utilities,Phone Bill,113.96,2024-10-12
Dining,Food Delivery,83.86,2024-06-13
Groceries,Milk,180.15,2023-09-10
Transportation,Uber Ride,5.5,2023-02-24
Housing,Mortgage,1886.8,2023-01-05
Subscriptions,iCloud,23.94,2023-08-16
Dining,Food Delivery,93.99,2023-11-14
Dining,Fast Food,131.46,2023-02-07
Transportation,Uber Ride,17.27,2023-03-17
Transportation,Car Maintenance,99.08,2024-03-09
Subscriptions,Netflix,15.4,2023-01-25
Groceries,Bread,57.27,2023-10-28
Groceries,Vegetables,70.17,2024-08-29
Transportation,Bus Pass,33.39,2023-08-27
Dining,Food Delivery,107.86,2024-02-21
Other,Pharmacy,95.38,2023-06-15
Groceries,Bread,98.61,2024-11-27
Groceries,Rice,146.74,2024-01-04
Groceries,Milk,175.9,2023-02-26
Utilities,Phone Bill,162.15,2024-01-29
Dining,Food Delivery,38.24,2024-01-31
Dining,Cafe,105.38,2024-04-12
Groceries,Cereal,47.21,2024-08-04
Housing,Mortgage,1726.43,2023-06-08
Utilities,Internet Bill,193.65,2023-06-05
Housing,Rent,1878.81,2024-07-27
Subscriptions,Prime Membership,19.42,2023-12-04
Other,Misc Expense,209.39,2023-06-07
Housing,Landlord Payment,1908.71,2024-07-20
Transportation,Uber Ride,37.99,2023-03-22
Other,Misc Expense,70.55,2023-07-25
Subscriptions,iCloud,41.61,2024-02-04
Transportation,Uber Ride,61.4,2024-01-10
Utilities,Electricity Bill,137.26,2023-08-23
Subscriptions,iCloud,28.91,2023-05-02
Housing,Rent,1252.3,2023-12-14
Groceries,Rice,187.22,2024-01-15
Subscriptions,iCloud,16.39,2023-08-02
Subscriptions,Prime Membership,32.45,2024-04-03
Groceries,Chicken,134.21,2024-10-05
Dining,Food Delivery,80.33,2023-08-25
Dining,Fast Food,43.83,2023-05-16
Transportation,Uber Ride,101.95,2024-02-09
Utilities,Phone Bill,251.75,2024-01-06
Utilities,Phone Bill,220.93,2024-10-26
Groceries,Milk,126.12,2023-06-27
Utilities,Electricity Bill,26.67,2024-11-13
Groceries,Bread,135.11,2023-02-26
Groceries,Vegetables,87.71,2024-03-01
Groceries,Cereal,42.54,2023-09-22
Subscriptions,Prime Membership,29.7,2023-03-25
Groceries,Bread,171.81,2023-01-02
Groceries,Eggs,132.75,2023-07-17
Transportation,Bus Pass,93.91,2024-01-20
Subscriptions,Prime Membership,6.1,2024-11-27
Dining,Cafe,79.1,2023-07-21
Dining,Fast Food,16.4,2023-09-28
Dining,Restaurant,81.54,2024-04-22
Housing,Rent,1623.6,2024-02-27
Housing,Mortgage,2152.61,2024-03-05
Groceries,Eggs,29.66,2023-03-15
Subscriptions,Prime Membership,26.42,2023-05-24
Groceries,Rice,151.38,2024-06-22
Dining,Cafe,132.4,2023-05-05
Transportation,Uber Ride,90.05,2024-10-04
Other,Misc Expense,207.63,2023-06-09
Groceries,Chicken,154.09,2024-12-07
Dining,Fast Food,70.65,2023-07-13
Utilities,Phone Bill,163.9,2024-02-28
Subscriptions,iCloud,15.23,2023-09-07
Groceries,Bread,144.04,2023-08-22
Dining,Food Delivery,26.69,2024-06-30
Groceries,Fruit,161.98,2023-04-15
Groceries,Rice,94.91,2023-09-24
Dining,Food Delivery,136.08,2023-06-19
Housing,Mortgage,936.76,2024-09-21
Transportation,Bus Pass,37.62,2024-12-01
Transportation,Train Ticket,112.6,2024-10-06
Transportation,Car Maintenance,62.03,2023-04-26
Housing,Rent,765.3,2023-08-16
Groceries,Fruit,55.21,2024-09-11
Dining,Restaurant,54.67,2024-05-26
Transportation,Bus Pass,45.78,2023-12-23
Dining,Restaurant,124.49,2024-02-02
Dining,Fast Food,125.9,2024-06-27
Transportation,Car Maintenance,9.19,2023-12-31
Dining,Fast Food,7.45,2023-09-30
Other,Misc Expense,118.59,2023-04-30
Transportation,Fuel,56.55,2023-01-24
Groceries,Rice,68.18,2023-11-01
Groceries,Milk,39.17,2023-11-24
Utilities,Phone Bill,163.52,2024-05-16
Transportation,Train Ticket,101.56,2024-08-07
Groceries,Vegetables,195.47,2024-08-15
Utilities,Gas Bill,40.85,2024-10-20
Subscriptions,Gym Membership,33.51,2023-10-03
Dining,Restaurant,14.98,2024-11-22
Groceries,Fruit,192.82,2024-04-11
Groceries,Fruit,33.94,2023-12-30
Utilities,Internet Bill,227.77,2023-04-17
Groceries,Vegetables,189.87,2023-10-26
Dining,Fast Food,36.82,2023-02-01
Subscriptions,Prime Membership,5.76,2024-02-12
Other,Online Purchase,186.55,2024-06-04
Dining,Fast Food,102.38,2024-10-14
Dining,Cafe,39.59,2023-06-25
Subscriptions,Netflix,40.41,2024-11-30
Dining,Fast Food,17.9,2024-10-13
Transportation,Fuel,137.46,2023-10-25
Transportation,Train Ticket,27.38,2024-04-28
Groceries,Bread,125.35,2023-01-24
Dining,Fast Food,89.44,2023-09-17
Subscriptions,Netflix,21.91,2023-06-14
Transportation,Fuel,107.16,2023-08-03
Dining,Food Delivery,15.26,2024-10-01
Dining,Food Delivery,59.79,2023-04-04
Dining,Restaurant,7.84,2024-01-08
Housing,Rent,1445.56,2024-09-25
Utilities,Phone Bill,205.62,2024-12-28
Groceries,Fruit,176.04,2023-08-01
Dining,Restaurant,37.52,2023-01-11
Other,Misc Expense,34.86,2023-11-26
Groceries,Rice,5.55,2023-07-14
Dining,Fast Food,140.96,2024-10-17
Utilities,Internet Bill,102.76,2023-07-29
Dining,Cafe,123.97,2023-05-25
Subscriptions,Prime Membership,5.24,2024-09-12
Groceries,Fruit,143.35,2023-08-15
Groceries,Fruit,124.38,2024-07-25
Transportation,Bus Pass,3.28,2023-07-31
Housing,Mortgage,1229.42,2023-09-16
Groceries,Milk,80.96,2024-03-22
Utilities,Phone Bill,134.11,2023-02-01
Dining,Food Delivery,49.97,2023-12-06
Dining,Restaurant,56.03,2024-11-02
Groceries,Fruit,63.37,2024-08-17
Housing,Landlord Payment,913.43,2023-01-04
Dining,Food Delivery,19.86,2024-01-03
Groceries,Milk,132.57,2024-02-22
Dining,Cafe,20.3,2023-07-19
Groceries,Eggs,143.13,2024-01-17
Groceries,Rice,140.78,2023-05-17
Dining,Restaurant,55.28,2024-07-15
Groceries,Cereal,131.34,2024-10-13
Utilities,Gas Bill,241.49,2023-02-28
Other,Pharmacy,125.75,2024-02-19
Groceries,Vegetables,150.5,2024-11-23
Groceries,Vegetables,14.11,2023-04-20
Groceries,Vegetables,156.38,2023-11-29
Utilities,Internet Bill,221.18,2024-04-19
Transportation,Car Maintenance,78.2,2023-07-01
Transportation,Train Ticket,13.38,2024-03-31
Utilities,Phone Bill,29.39,2023-09-01
Groceries,Vegetables,161.46,2024-06-30
Housing,Landlord Payment,660.84,2024-08-30
Transportation,Car Maintenance,61.58,2023-11-13
Subscriptions,Spotify,11.3,2023-08-14
Utilities,Gas Bill,250.51,2023-10-30
Dining,Food Delivery,97.42,2023-07-05
Groceries,Vegetables,114.89,2024-03-29
Utilities,Internet Bill,165.9,2023-04-01
Groceries,Rice,158.12,2024-08-29
Subscriptions,Spotify,4.75,2023-11-09
Subscriptions,iCloud,20.88,2023-05-27
Transportation,Bus Pass,46.87,2024-11-30
Groceries,Fruit,5.11,2024-08-06
Other,Pharmacy,242.09,2024-08-07
Transportation,Uber Ride,112.12,2023-04-22
Housing,Landlord Payment,2088.97,2023-06-21
Groceries,Rice,44.28,2024-12-27
Transportation,Fuel,10.39,2024-06-10
Groceries,Cereal,89.36,2023-03-14
Groceries,Rice,6.37,2024-05-22
Utilities,Electricity Bill,199.01,2023-09-10
Dining,Cafe,94.48,2024-08-31
Groceries,Bread,128.51,2023-12-03
Dining,Restaurant,146.42,2023-08-14
Groceries,Cereal,150.89,2024-06-15
Dining,Fast Food,84.57,2024-10-20
Other,Electronics,215.61,2024-06-08
Utilities,Electricity Bill,153.33,2023-09-22
Subscriptions,Prime Membership,23.16,2024-12-14
Groceries,Milk,130.78,2024-04-26
Groceries,Chicken,125.02,2024-09-18
Subscriptions,Gym Membership,36.06,2023-11-17
Transportation,Bus Pass,122.0,2023-11-14
Utilities,Electricity Bill,131.2,2024-08-18
Housing,Rent,1802.92,2023-05-19
Utilities,Gas Bill,91.93,2023-08-26
Utilities,Internet Bill,220.13,2024-08-04
Groceries,Fruit,11.04,2023-09-23
Groceries,Rice,184.58,2024-06-12
Utilities,Phone Bill,199.08,2024-04-18
Subscriptions,Prime Membership,43.61,2024-01-08
Transportation,Bus Pass,64.16,2023-08-17
Housing,Mortgage,1161.29,2024-11-12
Other,Electronics,20.79,2024-05-03
Transportation,Train Ticket,138.76,2024-11-24
Groceries,Rice,16.07,2024-03-29
Dining,Restaurant,129.99,2024-04-22
Transportation,Fuel,14.96,2024-12-03
Dining,Fast Food,54.03,2023-01-27
Dining,Restaurant,81.25,2024-07-01
Groceries,Eggs,33.98,2023-07-22
Dining,Food Delivery,48.79,2023-08-30
Housing,Mortgage,1551.55,2024-09-10
Utilities,Phone Bill,103.26,2023-02-14
Dining,Fast Food,18.48,2023-05-22
Housing,Landlord Payment,1891.8,2023-11-19
Groceries,Cereal,51.39,2024-12-12
Dining,Food Delivery,130.37,2023-10-19
Dining,Fast Food,45.68,2024-12-07
Groceries,Eggs,193.87,2023-09-09
Utilities,Internet Bill,42.59,2024-03-10
Subscriptions,Gym Membership,40.34,2024-08-22
Groceries,Vegetables,66.22,2023-12-19
Dining,Restaurant,146.55,2023-06-02
Groceries,Fruit,27.14,2023-09-15
Groceries,Fruit,195.0,2023-09-29
Housing,Mortgage,1523.58,2024-04-26
Subscriptions,Netflix,35.4,2023-04-21
Dining,Fast Food,148.71,2024-09-03
Groceries,Eggs,98.13,2023-01-15
Subscriptions,Gym Membership,5.22,2024-02-19
Groceries,Eggs,37.93,2023-06-03
Housing,Landlord Payment,1656.12,2024-11-02
Dining,Restaurant,61.53,2023-10-31
Utilities,Phone Bill,188.32,2023-09-12
Dining,Food Delivery,62.5,2023-11-28
Subscriptions,Gym Membership,27.81,2023-02-22
Groceries,Fruit,46.39,2023-12-07
Transportation,Fuel,70.78,2024-07-05
Dining,Food Delivery,148.05,2023-08-10
Groceries,Eggs,100.19,2023-07-16
Dining,Restaurant,45.74,2024-02-25
Groceries,Eggs,140.38,2023-09-08
Transportation,Fuel,101.48,2023-05-26
Housing,Mortgage,2029.18,2024-07-30
Groceries,Eggs,34.19,2024-07-31
Transportation,Bus Pass,95.36,2024-02-15
Groceries,Milk,89.17,2024-04-18
Groceries,Bread,191.46,2024-11-25
Groceries,Milk,15.88,2024-08-21
Subscriptions,Gym Membership,16.68,2023-02-03
Transportation,Car Maintenance,67.64,2023-06-17
Housing,Mortgage,932.6,2023-03-17
Dining,Fast Food,111.31,2024-12-03
Subscriptions,Prime Membership,34.12,2023-03-16
Dining,Fast Food,94.59,2024-01-22
Subscriptions,Prime Membership,10.01,2023-01-03
Housing,Rent,688.58,2023-03-29
Groceries,Fruit,13.21,2023-02-26
